Index,Source,WordCount
123,medline15n0201.xml,172
124,medline15n0201.xml,172
125,medline15n0201.xml,237
126,medline15n0201.xml,109
127,medline15n0201.xml,44
128,medline15n0201.xml,165
129,medline15n0201.xml,224
130,medline15n0201.xml,196
131,medline15n0201.xml,178
132,medline15n0201.xml,207
133,medline15n0201.xml,119
134,medline15n0201.xml,179
135,medline15n0201.xml,234
136,medline15n0201.xml,164
137,medline15n0201.xml,177
138,medline15n0201.xml,180
139,medline15n0201.xml,49
140,medline15n0201.xml,175
141,medline15n0201.xml,170
142,medline15n0201.xml,211
143,medline15n0201.xml,133
144,medline15n0201.xml,122
145,medline15n0201.xml,246
146,medline15n0201.xml,158
147,medline15n0201.xml,124
148,medline15n0201.xml,218
149,medline15n0201.xml,198
150,medline15n0201.xml,165
151,medline15n0201.xml,182
152,medline15n0201.xml,181
153,medline15n0201.xml,197
154,medline15n0201.xml,155
155,medline15n0201.xml,208
156,medline15n0201.xml,200
157,medline15n0201.xml,204
158,medline15n0201.xml,242
159,medline15n0201.xml,175
160,medline15n0201.xml,169
161,medline15n0201.xml,163
162,medline15n0201.xml,170
163,medline15n0201.xml,200
164,medline15n0201.xml,201
165,medline15n0201.xml,145
166,medline15n0201.xml,175
167,medline15n0201.xml,206
168,medline15n0201.xml,173
169,medline15n0201.xml,241
170,medline15n0201.xml,176
171,medline15n0201.xml,219
172,medline15n0201.xml,209
173,medline15n0201.xml,237
174,medline15n0201.xml,181
175,medline15n0201.xml,165
176,medline15n0201.xml,172
177,medline15n0201.xml,159
178,medline15n0201.xml,191
179,medline15n0201.xml,155
180,medline15n0201.xml,192
181,medline15n0201.xml,86
182,medline15n0201.xml,180
183,medline15n0201.xml,130
184,medline15n0201.xml,151
185,medline15n0201.xml,161
186,medline15n0201.xml,73
187,medline15n0201.xml,269
188,medline15n0201.xml,157
189,medline15n0201.xml,66
190,medline15n0201.xml,135
191,medline15n0201.xml,93
192,medline15n0201.xml,66
193,medline15n0201.xml,90
194,medline15n0201.xml,61
195,medline15n0201.xml,171
196,medline15n0201.xml,183
197,medline15n0201.xml,82
198,medline15n0201.xml,85
199,medline15n0201.xml,100
200,medline15n0201.xml,82
201,medline15n0201.xml,53
202,medline15n0201.xml,79
203,medline15n0201.xml,134
204,medline15n0201.xml,92
205,medline15n0201.xml,183
206,medline15n0201.xml,127
207,medline15n0201.xml,137
208,medline15n0201.xml,74
209,medline15n0201.xml,145
210,medline15n0201.xml,133
211,medline15n0201.xml,178
212,medline15n0201.xml,161
213,medline15n0201.xml,102
214,medline15n0201.xml,127
215,medline15n0201.xml,135
216,medline15n0201.xml,139
217,medline15n0201.xml,151
218,medline15n0201.xml,91
219,medline15n0201.xml,242
220,medline15n0201.xml,170
221,medline15n0201.xml,135
222,medline15n0201.xml,114
223,medline15n0201.xml,203
224,medline15n0201.xml,133
225,medline15n0201.xml,219
226,medline15n0201.xml,212
227,medline15n0201.xml,106
228,medline15n0201.xml,187
229,medline15n0201.xml,173
230,medline15n0201.xml,240
231,medline15n0201.xml,245
232,medline15n0201.xml,167
233,medline15n0201.xml,269
234,medline15n0201.xml,59
235,medline15n0201.xml,144
236,medline15n0201.xml,284
237,medline15n0201.xml,216
238,medline15n0201.xml,164
239,medline15n0201.xml,193
240,medline15n0201.xml,56
241,medline15n0201.xml,120
242,medline15n0201.xml,134
243,medline15n0201.xml,159
244,medline15n0201.xml,168
245,medline15n0201.xml,90
246,medline15n0201.xml,148
247,medline15n0201.xml,83
248,medline15n0201.xml,158
249,medline15n0201.xml,208
250,medline15n0201.xml,258
251,medline15n0201.xml,108
252,medline15n0201.xml,113
253,medline15n0201.xml,194
254,medline15n0201.xml,84
255,medline15n0201.xml,196
256,medline15n0201.xml,228
257,medline15n0201.xml,137
258,medline15n0201.xml,266
259,medline15n0201.xml,133
260,medline15n0201.xml,96
261,medline15n0201.xml,223
262,medline15n0201.xml,260
263,medline15n0201.xml,154
264,medline15n0201.xml,261
265,medline15n0201.xml,196
266,medline15n0201.xml,187
267,medline15n0201.xml,171
268,medline15n0201.xml,173
269,medline15n0201.xml,113
270,medline15n0201.xml,249
271,medline15n0201.xml,271
272,medline15n0201.xml,129
273,medline15n0201.xml,293
274,medline15n0201.xml,103
275,medline15n0201.xml,271
276,medline15n0201.xml,118
277,medline15n0201.xml,178
278,medline15n0201.xml,211
279,medline15n0201.xml,136
280,medline15n0201.xml,221
281,medline15n0201.xml,192
282,medline15n0201.xml,200
283,medline15n0201.xml,213
284,medline15n0201.xml,122
285,medline15n0201.xml,154
286,medline15n0201.xml,197
287,medline15n0201.xml,153
288,medline15n0201.xml,113
289,medline15n0201.xml,201
290,medline15n0201.xml,91
291,medline15n0201.xml,92
292,medline15n0201.xml,48
293,medline15n0201.xml,26
294,medline15n0201.xml,34
295,medline15n0201.xml,27
296,medline15n0201.xml,21
297,medline15n0201.xml,105
298,medline15n0201.xml,35
299,medline15n0201.xml,42
300,medline15n0201.xml,44
301,medline15n0201.xml,188
302,medline15n0201.xml,70
303,medline15n0201.xml,144
304,medline15n0201.xml,106
305,medline15n0201.xml,174
306,medline15n0201.xml,118
307,medline15n0201.xml,101
308,medline15n0201.xml,167
309,medline15n0201.xml,123
310,medline15n0201.xml,120
311,medline15n0201.xml,89
312,medline15n0201.xml,68
313,medline15n0201.xml,163
314,medline15n0201.xml,169
315,medline15n0201.xml,27
316,medline15n0201.xml,58
317,medline15n0201.xml,186
318,medline15n0201.xml,194
319,medline15n0201.xml,111
320,medline15n0201.xml,226
321,medline15n0201.xml,114
322,medline15n0201.xml,266
323,medline15n0201.xml,195
324,medline15n0201.xml,43
325,medline15n0201.xml,225
326,medline15n0201.xml,175
327,medline15n0201.xml,216
328,medline15n0201.xml,203
329,medline15n0201.xml,219
330,medline15n0201.xml,254
331,medline15n0201.xml,161
332,medline15n0201.xml,221
333,medline15n0201.xml,92
334,medline15n0201.xml,246
335,medline15n0201.xml,167
336,medline15n0201.xml,301
337,medline15n0201.xml,242
338,medline15n0201.xml,234
339,medline15n0201.xml,286
340,medline15n0201.xml,284
341,medline15n0201.xml,178
342,medline15n0201.xml,242
343,medline15n0201.xml,184
344,medline15n0201.xml,246
345,medline15n0201.xml,190
346,medline15n0201.xml,155
347,medline15n0201.xml,304
348,medline15n0201.xml,163
349,medline15n0201.xml,268
350,medline15n0201.xml,280
351,medline15n0201.xml,186
352,medline15n0201.xml,235
353,medline15n0201.xml,185
354,medline15n0201.xml,180
355,medline15n0201.xml,173
356,medline15n0201.xml,203
357,medline15n0201.xml,199
358,medline15n0201.xml,286
359,medline15n0201.xml,152
360,medline15n0201.xml,326
361,medline15n0201.xml,137
362,medline15n0201.xml,287
363,medline15n0201.xml,261
364,medline15n0201.xml,214
365,medline15n0201.xml,229
366,medline15n0201.xml,144
367,medline15n0201.xml,194
368,medline15n0201.xml,221
369,medline15n0201.xml,249
370,medline15n0201.xml,146
371,medline15n0201.xml,56
372,medline15n0201.xml,179
373,medline15n0201.xml,322
374,medline15n0201.xml,90
375,medline15n0201.xml,202
376,medline15n0201.xml,251
377,medline15n0201.xml,159
378,medline15n0201.xml,213
379,medline15n0201.xml,309
380,medline15n0201.xml,248
381,medline15n0201.xml,175
382,medline15n0201.xml,183
383,medline15n0201.xml,47
384,medline15n0201.xml,264
385,medline15n0201.xml,175
386,medline15n0201.xml,156
387,medline15n0201.xml,196
388,medline15n0201.xml,191
389,medline15n0201.xml,171
390,medline15n0201.xml,132
391,medline15n0201.xml,267
392,medline15n0201.xml,203
393,medline15n0201.xml,100
394,medline15n0201.xml,101
395,medline15n0201.xml,165
396,medline15n0201.xml,80
397,medline15n0201.xml,224
398,medline15n0201.xml,116
399,medline15n0201.xml,191
400,medline15n0201.xml,152
401,medline15n0201.xml,250
402,medline15n0201.xml,122
403,medline15n0201.xml,220
404,medline15n0201.xml,232
405,medline15n0201.xml,135
406,medline15n0201.xml,184
407,medline15n0201.xml,196
408,medline15n0201.xml,183
409,medline15n0201.xml,152
410,medline15n0201.xml,213
411,medline15n0201.xml,223
412,medline15n0201.xml,220
413,medline15n0201.xml,191
414,medline15n0201.xml,249
415,medline15n0201.xml,67
416,medline15n0201.xml,245
417,medline15n0201.xml,172
418,medline15n0201.xml,112
419,medline15n0201.xml,188
420,medline15n0201.xml,251
421,medline15n0201.xml,123
422,medline15n0201.xml,239
423,medline15n0201.xml,112
424,medline15n0201.xml,164
425,medline15n0201.xml,197
426,medline15n0201.xml,80
427,medline15n0201.xml,204
428,medline15n0201.xml,129
429,medline15n0201.xml,219
430,medline15n0201.xml,150
431,medline15n0201.xml,195
432,medline15n0201.xml,375
433,medline15n0201.xml,134
434,medline15n0201.xml,258
435,medline15n0201.xml,225
436,medline15n0201.xml,168
437,medline15n0201.xml,230
438,medline15n0201.xml,205
439,medline15n0201.xml,336
440,medline15n0201.xml,191
441,medline15n0201.xml,238
442,medline15n0201.xml,256
443,medline15n0201.xml,196
444,medline15n0201.xml,192
445,medline15n0201.xml,210
446,medline15n0201.xml,109
447,medline15n0201.xml,223
448,medline15n0201.xml,243
449,medline15n0201.xml,156
450,medline15n0201.xml,99
451,medline15n0201.xml,326
452,medline15n0201.xml,201
453,medline15n0201.xml,220
454,medline15n0201.xml,232
455,medline15n0201.xml,253
456,medline15n0201.xml,140
457,medline15n0201.xml,311
458,medline15n0201.xml,149
459,medline15n0201.xml,163
460,medline15n0201.xml,208
461,medline15n0201.xml,178
462,medline15n0201.xml,191
463,medline15n0201.xml,119
464,medline15n0201.xml,162
465,medline15n0201.xml,217
466,medline15n0201.xml,78
467,medline15n0201.xml,78
468,medline15n0201.xml,83
469,medline15n0201.xml,132
470,medline15n0201.xml,182
471,medline15n0201.xml,117
472,medline15n0201.xml,142
473,medline15n0201.xml,202
474,medline15n0201.xml,261
475,medline15n0201.xml,102
476,medline15n0201.xml,217
477,medline15n0201.xml,179
478,medline15n0201.xml,245
479,medline15n0201.xml,249
480,medline15n0201.xml,230
481,medline15n0201.xml,155
482,medline15n0201.xml,171
483,medline15n0201.xml,202
484,medline15n0201.xml,147
485,medline15n0201.xml,255
486,medline15n0201.xml,249
487,medline15n0201.xml,273
488,medline15n0201.xml,116
489,medline15n0201.xml,124
490,medline15n0201.xml,247
491,medline15n0201.xml,139
492,medline15n0201.xml,196
493,medline15n0201.xml,225
494,medline15n0201.xml,181
495,medline15n0201.xml,173
496,medline15n0201.xml,51
497,medline15n0201.xml,152
498,medline15n0201.xml,259
499,medline15n0201.xml,259
500,medline15n0201.xml,124
501,medline15n0201.xml,133
502,medline15n0201.xml,136
503,medline15n0201.xml,243
504,medline15n0201.xml,148
505,medline15n0201.xml,256
506,medline15n0201.xml,143
507,medline15n0201.xml,192
508,medline15n0201.xml,261
509,medline15n0201.xml,132
510,medline15n0201.xml,155
511,medline15n0201.xml,143
512,medline15n0201.xml,276
513,medline15n0201.xml,188
514,medline15n0201.xml,139
515,medline15n0201.xml,204
516,medline15n0201.xml,80
517,medline15n0201.xml,175
518,medline15n0201.xml,216
519,medline15n0201.xml,91
520,medline15n0201.xml,207
521,medline15n0201.xml,165
522,medline15n0201.xml,207
523,medline15n0201.xml,220
524,medline15n0201.xml,194
525,medline15n0201.xml,204
526,medline15n0201.xml,168
527,medline15n0201.xml,159
528,medline15n0201.xml,159
529,medline15n0201.xml,118
530,medline15n0201.xml,202
531,medline15n0201.xml,297
532,medline15n0201.xml,241
533,medline15n0201.xml,135
534,medline15n0201.xml,54
535,medline15n0201.xml,110
536,medline15n0201.xml,149
537,medline15n0201.xml,69
538,medline15n0201.xml,133
539,medline15n0201.xml,63
540,medline15n0201.xml,134
541,medline15n0201.xml,111
542,medline15n0201.xml,114
543,medline15n0201.xml,58
544,medline15n0201.xml,87
545,medline15n0201.xml,72
546,medline15n0201.xml,86
547,medline15n0201.xml,62
548,medline15n0201.xml,125
549,medline15n0201.xml,118
550,medline15n0201.xml,116
551,medline15n0201.xml,187
552,medline15n0201.xml,54
553,medline15n0201.xml,179
554,medline15n0201.xml,238
555,medline15n0201.xml,154
556,medline15n0201.xml,182
557,medline15n0201.xml,238
558,medline15n0201.xml,182
559,medline15n0201.xml,94
560,medline15n0201.xml,90
561,medline15n0201.xml,145
562,medline15n0201.xml,280
563,medline15n0201.xml,214
564,medline15n0201.xml,233
565,medline15n0201.xml,114
566,medline15n0201.xml,247
567,medline15n0201.xml,252
568,medline15n0201.xml,227
569,medline15n0201.xml,114
570,medline15n0201.xml,252
571,medline15n0201.xml,171
572,medline15n0201.xml,131
573,medline15n0201.xml,241
574,medline15n0201.xml,121
575,medline15n0201.xml,192
576,medline15n0201.xml,211
577,medline15n0201.xml,202
578,medline15n0201.xml,107
579,medline15n0201.xml,273
580,medline15n0201.xml,255
581,medline15n0201.xml,219
582,medline15n0201.xml,211
583,medline15n0201.xml,144
584,medline15n0201.xml,220
585,medline15n0201.xml,129
586,medline15n0201.xml,256
587,medline15n0201.xml,313
588,medline15n0201.xml,327
589,medline15n0201.xml,315
590,medline15n0201.xml,134
591,medline15n0201.xml,139
592,medline15n0201.xml,270
593,medline15n0201.xml,232
594,medline15n0201.xml,121
595,medline15n0201.xml,96
596,medline15n0201.xml,72
597,medline15n0201.xml,89
598,medline15n0201.xml,194
599,medline15n0201.xml,126
600,medline15n0201.xml,132
601,medline15n0201.xml,240
602,medline15n0201.xml,244
603,medline15n0201.xml,226
604,medline15n0201.xml,257
605,medline15n0201.xml,180
606,medline15n0201.xml,244
607,medline15n0201.xml,216
608,medline15n0201.xml,219
609,medline15n0201.xml,210
610,medline15n0201.xml,280
611,medline15n0201.xml,177
612,medline15n0201.xml,93
613,medline15n0201.xml,113
614,medline15n0201.xml,83
615,medline15n0201.xml,108
616,medline15n0201.xml,97
617,medline15n0201.xml,137
618,medline15n0201.xml,147
619,medline15n0201.xml,92
620,medline15n0201.xml,109
621,medline15n0201.xml,106
622,medline15n0201.xml,333
623,medline15n0201.xml,172
624,medline15n0201.xml,131
625,medline15n0201.xml,116
626,medline15n0201.xml,61
627,medline15n0201.xml,55
628,medline15n0201.xml,127
629,medline15n0201.xml,132
630,medline15n0201.xml,158
631,medline15n0201.xml,104
632,medline15n0201.xml,209
633,medline15n0201.xml,69
634,medline15n0201.xml,98
635,medline15n0201.xml,259
636,medline15n0201.xml,65
637,medline15n0201.xml,68
638,medline15n0201.xml,90
639,medline15n0201.xml,178
640,medline15n0201.xml,131
641,medline15n0201.xml,92
642,medline15n0201.xml,154
643,medline15n0201.xml,174
644,medline15n0201.xml,237
645,medline15n0201.xml,93
646,medline15n0201.xml,122
647,medline15n0201.xml,219
648,medline15n0201.xml,245
649,medline15n0201.xml,208
650,medline15n0201.xml,261
651,medline15n0201.xml,143
652,medline15n0201.xml,182
653,medline15n0201.xml,149
654,medline15n0201.xml,118
655,medline15n0201.xml,156
656,medline15n0201.xml,234
657,medline15n0201.xml,179
658,medline15n0201.xml,113
659,medline15n0201.xml,164
660,medline15n0201.xml,86
661,medline15n0201.xml,141
662,medline15n0201.xml,105
663,medline15n0201.xml,73
664,medline15n0201.xml,157
665,medline15n0201.xml,129
666,medline15n0201.xml,169
667,medline15n0201.xml,157
668,medline15n0201.xml,53
669,medline15n0201.xml,23
670,medline15n0201.xml,73
671,medline15n0201.xml,41
672,medline15n0201.xml,92
673,medline15n0201.xml,26
674,medline15n0201.xml,129
675,medline15n0201.xml,79
676,medline15n0201.xml,131
677,medline15n0201.xml,97
678,medline15n0201.xml,128
679,medline15n0201.xml,130
680,medline15n0201.xml,120
681,medline15n0201.xml,149
682,medline15n0201.xml,175
683,medline15n0201.xml,141
684,medline15n0201.xml,152
685,medline15n0201.xml,203
686,medline15n0201.xml,310
687,medline15n0201.xml,215
688,medline15n0201.xml,254
689,medline15n0201.xml,213
690,medline15n0201.xml,83
691,medline15n0201.xml,210
692,medline15n0201.xml,168
693,medline15n0201.xml,175
694,medline15n0201.xml,132
695,medline15n0201.xml,190
696,medline15n0201.xml,146
697,medline15n0201.xml,433
698,medline15n0201.xml,271
699,medline15n0201.xml,227
700,medline15n0201.xml,267
701,medline15n0201.xml,222
702,medline15n0201.xml,243
703,medline15n0201.xml,342
704,medline15n0201.xml,212
705,medline15n0201.xml,42
706,medline15n0201.xml,275
707,medline15n0201.xml,258
708,medline15n0201.xml,251
709,medline15n0201.xml,254
710,medline15n0201.xml,292
711,medline15n0201.xml,202
712,medline15n0201.xml,206
713,medline15n0201.xml,247
714,medline15n0201.xml,314
715,medline15n0201.xml,213
716,medline15n0201.xml,235
717,medline15n0201.xml,244
718,medline15n0201.xml,300
719,medline15n0201.xml,298
720,medline15n0201.xml,228
721,medline15n0201.xml,255
722,medline15n0201.xml,248
723,medline15n0201.xml,116
724,medline15n0201.xml,107
725,medline15n0201.xml,271
726,medline15n0201.xml,126
727,medline15n0201.xml,110
728,medline15n0201.xml,76
729,medline15n0201.xml,93
730,medline15n0201.xml,131
731,medline15n0201.xml,94
732,medline15n0201.xml,118
733,medline15n0201.xml,109
734,medline15n0201.xml,61
735,medline15n0201.xml,66
736,medline15n0201.xml,124
737,medline15n0201.xml,62
738,medline15n0201.xml,51
739,medline15n0201.xml,96
740,medline15n0201.xml,77
741,medline15n0201.xml,142
742,medline15n0201.xml,74
743,medline15n0201.xml,126
744,medline15n0201.xml,145
745,medline15n0201.xml,106
746,medline15n0201.xml,71
747,medline15n0201.xml,72
748,medline15n0201.xml,69
749,medline15n0201.xml,76
750,medline15n0201.xml,133
751,medline15n0201.xml,53
752,medline15n0201.xml,151
753,medline15n0201.xml,154
754,medline15n0201.xml,111
755,medline15n0201.xml,83
756,medline15n0201.xml,55
757,medline15n0201.xml,81
758,medline15n0201.xml,93
759,medline15n0201.xml,116
760,medline15n0201.xml,136
761,medline15n0201.xml,135
762,medline15n0201.xml,65
763,medline15n0201.xml,101
764,medline15n0201.xml,87
765,medline15n0201.xml,122
766,medline15n0201.xml,174
767,medline15n0201.xml,74
768,medline15n0201.xml,82
769,medline15n0201.xml,207
770,medline15n0201.xml,138
771,medline15n0201.xml,68
772,medline15n0201.xml,116
773,medline15n0201.xml,177
774,medline15n0201.xml,54
775,medline15n0201.xml,86
776,medline15n0201.xml,64
777,medline15n0201.xml,149
778,medline15n0201.xml,160
779,medline15n0201.xml,94
780,medline15n0201.xml,123
781,medline15n0201.xml,71
782,medline15n0201.xml,102
783,medline15n0201.xml,68
784,medline15n0201.xml,228
785,medline15n0201.xml,115
786,medline15n0201.xml,135
787,medline15n0201.xml,165
788,medline15n0201.xml,116
789,medline15n0201.xml,112
790,medline15n0201.xml,132
791,medline15n0201.xml,86
792,medline15n0201.xml,74
793,medline15n0201.xml,159
794,medline15n0201.xml,115
795,medline15n0201.xml,213
796,medline15n0201.xml,176
797,medline15n0201.xml,151
798,medline15n0201.xml,143
799,medline15n0201.xml,75
800,medline15n0201.xml,141
801,medline15n0201.xml,153
802,medline15n0201.xml,102
803,medline15n0201.xml,113
804,medline15n0201.xml,121
805,medline15n0201.xml,113
806,medline15n0201.xml,124
807,medline15n0201.xml,133
808,medline15n0201.xml,100
809,medline15n0201.xml,69
810,medline15n0201.xml,128
811,medline15n0201.xml,113
812,medline15n0201.xml,143
813,medline15n0201.xml,180
814,medline15n0201.xml,98
815,medline15n0201.xml,272
816,medline15n0201.xml,337
817,medline15n0201.xml,136
818,medline15n0201.xml,210
819,medline15n0201.xml,277
820,medline15n0201.xml,344
821,medline15n0201.xml,194
822,medline15n0201.xml,229
823,medline15n0201.xml,180
824,medline15n0201.xml,218
825,medline15n0201.xml,267
826,medline15n0201.xml,232
827,medline15n0201.xml,235
828,medline15n0201.xml,222
829,medline15n0201.xml,320
830,medline15n0201.xml,312
831,medline15n0201.xml,226
832,medline15n0201.xml,178
833,medline15n0201.xml,188
834,medline15n0201.xml,423
835,medline15n0201.xml,247
836,medline15n0201.xml,326
837,medline15n0201.xml,339
838,medline15n0201.xml,326
839,medline15n0201.xml,166
840,medline15n0201.xml,89
841,medline15n0201.xml,56
842,medline15n0201.xml,117
843,medline15n0201.xml,110
844,medline15n0201.xml,176
845,medline15n0201.xml,87
846,medline15n0201.xml,68
847,medline15n0201.xml,65
848,medline15n0201.xml,302
849,medline15n0201.xml,66
850,medline15n0201.xml,104
851,medline15n0201.xml,175
852,medline15n0201.xml,79
853,medline15n0201.xml,71
854,medline15n0201.xml,130
855,medline15n0201.xml,111
856,medline15n0201.xml,62
857,medline15n0201.xml,49
858,medline15n0201.xml,46
859,medline15n0201.xml,52
860,medline15n0201.xml,32
861,medline15n0201.xml,85
862,medline15n0201.xml,102
863,medline15n0201.xml,136
864,medline15n0201.xml,83
865,medline15n0201.xml,115
866,medline15n0201.xml,82
867,medline15n0201.xml,127
868,medline15n0201.xml,68
869,medline15n0201.xml,59
870,medline15n0201.xml,29
871,medline15n0201.xml,61
872,medline15n0201.xml,124
873,medline15n0201.xml,57
874,medline15n0201.xml,204
875,medline15n0201.xml,130
876,medline15n0201.xml,68
877,medline15n0201.xml,58
878,medline15n0201.xml,112
879,medline15n0201.xml,54
880,medline15n0201.xml,38
881,medline15n0201.xml,43
882,medline15n0201.xml,50
883,medline15n0201.xml,67
884,medline15n0201.xml,153
885,medline15n0201.xml,220
886,medline15n0201.xml,171
887,medline15n0201.xml,122
888,medline15n0201.xml,188
889,medline15n0201.xml,156
890,medline15n0201.xml,119
891,medline15n0201.xml,284
892,medline15n0201.xml,104
893,medline15n0201.xml,192
894,medline15n0201.xml,170
895,medline15n0201.xml,55
896,medline15n0201.xml,100
897,medline15n0201.xml,55
898,medline15n0201.xml,113
899,medline15n0201.xml,139
900,medline15n0201.xml,156
901,medline15n0201.xml,177
902,medline15n0201.xml,180
903,medline15n0201.xml,166
904,medline15n0201.xml,127
905,medline15n0201.xml,201
906,medline15n0201.xml,163
907,medline15n0201.xml,117
908,medline15n0201.xml,182
909,medline15n0201.xml,74
910,medline15n0201.xml,119
911,medline15n0201.xml,132
912,medline15n0201.xml,183
913,medline15n0201.xml,173
914,medline15n0201.xml,131
915,medline15n0201.xml,103
916,medline15n0201.xml,108
917,medline15n0201.xml,73
918,medline15n0201.xml,203
919,medline15n0201.xml,209
920,medline15n0201.xml,124
921,medline15n0201.xml,135
922,medline15n0201.xml,105
923,medline15n0201.xml,60
924,medline15n0201.xml,104
925,medline15n0201.xml,124
926,medline15n0201.xml,187
927,medline15n0201.xml,149
928,medline15n0201.xml,134
929,medline15n0201.xml,107
930,medline15n0201.xml,95
931,medline15n0201.xml,92
932,medline15n0201.xml,91
933,medline15n0201.xml,84
934,medline15n0201.xml,144
935,medline15n0201.xml,138
936,medline15n0201.xml,170
937,medline15n0201.xml,92
938,medline15n0201.xml,91
939,medline15n0201.xml,154
940,medline15n0201.xml,97
941,medline15n0201.xml,118
942,medline15n0201.xml,176
943,medline15n0201.xml,233
944,medline15n0201.xml,274
945,medline15n0201.xml,116
946,medline15n0201.xml,157
947,medline15n0201.xml,155
948,medline15n0201.xml,200
949,medline15n0201.xml,119
950,medline15n0201.xml,186
951,medline15n0201.xml,269
952,medline15n0201.xml,125
953,medline15n0201.xml,58
954,medline15n0201.xml,173
955,medline15n0201.xml,147
956,medline15n0201.xml,211
957,medline15n0201.xml,141
958,medline15n0201.xml,182
959,medline15n0201.xml,264
960,medline15n0201.xml,82
961,medline15n0201.xml,211
962,medline15n0201.xml,221
963,medline15n0201.xml,145
964,medline15n0201.xml,62
965,medline15n0201.xml,142
966,medline15n0201.xml,134
967,medline15n0201.xml,104
968,medline15n0201.xml,115
969,medline15n0201.xml,109
970,medline15n0201.xml,218
971,medline15n0201.xml,238
972,medline15n0201.xml,121
973,medline15n0201.xml,86
974,medline15n0201.xml,101
975,medline15n0201.xml,120
976,medline15n0201.xml,87
977,medline15n0201.xml,63
978,medline15n0201.xml,267
979,medline15n0201.xml,236
980,medline15n0201.xml,185
981,medline15n0201.xml,221
982,medline15n0201.xml,100
983,medline15n0201.xml,181
984,medline15n0201.xml,127
985,medline15n0201.xml,126
986,medline15n0201.xml,188
987,medline15n0201.xml,50
988,medline15n0201.xml,106
989,medline15n0201.xml,140
990,medline15n0201.xml,79
991,medline15n0201.xml,77
992,medline15n0201.xml,80
993,medline15n0201.xml,58
994,medline15n0201.xml,112
995,medline15n0201.xml,94
996,medline15n0201.xml,73
997,medline15n0201.xml,132
998,medline15n0201.xml,87
